,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE_x,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY_x,AMT_GOODS_PRICE_x,NAME_TYPE_SUITE_x,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START_x,HOUR_APPR_PROCESS_START_x,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_PREV,NAME_CONTRACT_TYPE_y,AMT_ANNUITY_y,AMT_APPLICATION,AMT_CREDIT_y,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE_y,WEEKDAY_APPR_PROCESS_START_y,HOUR_APPR_PROCESS_START_y,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE_y,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
10,100667,0,Cash loans,M,N,Y,0,45000.0,168102.0,16753.5,148500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.014464,-20113,365243,-8654,-3537,,1,0,0,1,0,0,,2,2,2,THURSDAY,7,0,0,0,0,0,0,XNA,,0.48489051899999996,0.643025564,0.0897,0.0906,0.9881,0.8368,0.0,0.0,0.2069,0.1667,0.2083,0.0176,0.0731,0.08,0.0,0.0023,0.0914,0.094,0.9881,0.8432,0.0,0.0,0.2069,0.1667,0.2083,0.018000000000000002,0.0799,0.0834,0.0,0.0024,0.0906,0.0906,0.9881,0.8390000000000001,0.0,0.0,0.2069,0.1667,0.2083,0.0179,0.0744,0.0815,0.0,0.0023,reg oper account,block of flats,0.0699,"Stone, brick",No,0.0,0.0,0.0,0.0,-579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1111156,Consumer loans,12739.32,68490.0,72108.0,0.0,68490.0,Monday,11,Y,1,0.0,,,XAP,Approved,-260,XNA,XAP,,Repeater,Furniture,POS,XNA,Regional / Local,2880,Furniture,6.0,low_normal,POS industry with interest,365243.0,-229.0,-79.0,-79.0,-74.0,0.0
11,100891,0,Cash loans,F,N,N,0,67500.0,203760.0,20281.5,180000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-21817,365243,-6288,-5107,,1,0,0,1,0,0,,2,3,3,SATURDAY,7,0,0,0,0,0,0,XNA,,0.157328405,0.598926218,0.0959,0.1021,0.9955,0.9388,0.0873,0.06,0.1897,0.25,0.2917,0.1083,0.0782,0.0898,0.0,0.0,0.084,0.0747,0.9911,0.8824,0.0736,0.0,0.1034,0.1667,0.2083,0.0968,0.0735,0.0848,0.0,0.0,0.0968,0.1021,0.9955,0.9396,0.0878,0.06,0.1897,0.25,0.2917,0.1102,0.0795,0.0914,0.0,0.0,reg oper account,block of flats,0.064,"Stone, brick",No,2.0,0.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1824766,Consumer loans,11236.86,106713.0,106713.0,0.0,106713.0,Monday,14,Y,1,0.0,,,XAP,Approved,-1236,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,300,Furniture,10.0,low_action,POS industry without interest,365243.0,-1191.0,-921.0,-981.0,-972.0,0.0
12,100916,0,Cash loans,F,N,Y,1,180000.0,403330.5,19746.0,333000.0,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,0.010276,-9927,-1492,-9927,-1312,,1,1,0,1,0,0,Core staff,3,2,2,SATURDAY,13,0,0,0,1,1,0,School,,0.724436605,0.499272015,0.1175,0.11900000000000001,,0.762,,0.0,0.1379,0.1667,,0.0302,,0.1233,,0.1873,0.1197,0.1235,,0.7713,,0.0,0.1379,0.1667,,0.0309,,0.1284,,0.1983,0.1187,0.11900000000000001,,0.7652,,0.0,0.1379,0.1667,,0.0307,,0.1255,,0.1912,,block of flats,0.1082,Panel,No,3.0,0.0,3.0,0.0,-432,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1801757,Consumer loans,11468.7,100323.0,110916.0,0.0,100323.0,Monday,16,Y,1,0.0,,,XAP,Approved,-432,XNA,XAP,,New,Computers,POS,XNA,Country-wide,2170,Consumer electronics,12.0,middle,POS household with interest,365243.0,-401.0,-71.0,-131.0,-125.0,0.0
13,100980,0,Cash loans,F,N,Y,1,81000.0,81000.0,8851.5,81000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.008625,-10973,-505,-4455,-3524,,1,1,1,1,0,0,Sales staff,2,2,2,SUNDAY,10,0,0,0,0,0,0,Trade: type 3,0.40838252799999997,0.501281134,0.819317692,0.3845,0.19699999999999998,0.9801,0.728,0.6849,0.36,0.3103,0.4583,0.0417,0.0972,0.3085,0.3519,0.0232,0.4494,0.3918,0.2044,0.9801,0.7387,0.6912,0.3625,0.3103,0.4583,0.0417,0.0995,0.337,0.3666,0.0233,0.4757,0.3883,0.19699999999999998,0.9801,0.7316,0.6892,0.36,0.3103,0.4583,0.0417,0.0989,0.3138,0.3582,0.0233,0.4588,reg oper account,block of flats,0.3745,"Stone, brick",No,2.0,0.0,2.0,0.0,-2414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,1.0,1248695,Consumer loans,9746.865,128340.0,148671.0,0.0,128340.0,Monday,10,Y,1,0.0,,,XAP,Approved,-519,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Regional / Local,150,Consumer electronics,18.0,low_normal,POS household with interest,365243.0,-488.0,22.0,365243.0,365243.0,0.0
14,101011,0,Cash loans,F,N,Y,0,112500.0,900000.0,26316.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-19367,-1943,-13447,-2904,,1,1,1,1,1,0,,2,2,2,TUESDAY,15,0,0,0,0,0,0,Self-employed,,0.6896821,0.295582642,0.0845,,0.9747,,0.0098,0.0,0.1379,0.1667,,0.0703,0.0647,0.0652,0.0193,0.0173,0.0861,,0.9747,,0.0098,0.0,0.1379,0.1667,,0.07200000000000001,0.0707,0.068,0.0195,0.0184,0.0854,,0.9747,,0.0098,0.0,0.1379,0.1667,,0.0716,0.0658,0.0664,0.0194,0.0177,,block of flats,0.0604,Block,No,0.0,0.0,0.0,0.0,-1290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,1514511,Consumer loans,6856.065,65866.5,66735.0,6588.0,65866.5,Monday,21,Y,1,0.097853755,,,XAP,Approved,-627,Cash through the bank,XAP,Family,Refreshed,Consumer Electronics,POS,XNA,Country-wide,100,Consumer electronics,12.0,middle,POS household with interest,365243.0,-596.0,-266.0,-296.0,-289.0,0.0
15,101067,0,Cash loans,F,Y,Y,0,225000.0,450000.0,47880.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008068,-12093,-985,-3879,-4719,9.0,1,1,0,1,1,1,Sales staff,2,3,3,TUESDAY,6,0,0,0,0,1,1,Self-employed,0.522878957,0.19034691,0.234015167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-2428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,1356683,Revolving loans,11250.0,0.0,315000.0,,,Monday,9,N,0,,,,XAP,Refused,-773,XNA,SCO,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
16,101167,0,Revolving loans,F,N,Y,1,90000.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.006207,-10144,-1441,-2057,-2799,,1,1,1,1,1,0,Managers,3,2,2,TUESDAY,17,0,0,0,0,0,0,Trade: type 2,,0.447479067,0.42942368399999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,2.0,0.0,-1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1974842,Consumer loans,5437.53,120060.0,120060.0,0.0,120060.0,Monday,18,Y,1,0.0,,,XAP,Approved,-820,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,955,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-789.0,-99.0,-249.0,-247.0,0.0
17,101378,0,Cash loans,F,N,Y,0,67500.0,135000.0,14305.5,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018209,-15312,-2420,-3590,-4233,,1,1,0,1,0,0,Laborers,1,3,3,WEDNESDAY,8,0,0,0,0,0,0,Industry: type 3,0.549229163,0.547919302,0.75037515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,1133646,Consumer loans,14541.705,99000.0,80541.0,22500.0,99000.0,Monday,10,Y,1,0.237813545,,,XAP,Approved,-157,Cash through the bank,XAP,Children,Repeater,Clothing and Accessories,POS,XNA,Stone,10,Clothing,6.0,low_normal,POS industry with interest,365243.0,-126.0,24.0,-96.0,-94.0,0.0
18,101457,0,Cash loans,M,Y,Y,0,180000.0,156384.0,16969.5,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.003069,-18435,-1120,-10931,-1964,14.0,1,1,0,1,0,0,Drivers,2,3,3,SUNDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.242768051,0.43330112,0.542445144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-784,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,1605562,Revolving loans,,0.0,0.0,,,Monday,13,Y,1,,,,XAP,Canceled,-42,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
19,101469,0,Cash loans,F,N,Y,0,225000.0,382500.0,13738.5,382500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.031329,-22392,-5066,-470,-4144,,1,1,0,1,1,0,Sales staff,1,2,2,WEDNESDAY,9,0,0,0,0,1,1,Self-employed,,0.265311748,0.595456203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059,,No,6.0,2.0,6.0,2.0,-1478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1788229,Cash loans,,0.0,0.0,,,Monday,9,Y,1,,,,XNA,Canceled,-23,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
20,101479,0,Cash loans,M,Y,Y,0,202500.0,1223010.0,51948.0,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-22909,365243,-3318,-4677,15.0,1,0,0,1,0,0,,2,3,3,WEDNESDAY,6,0,0,0,0,0,0,XNA,,0.292053247,0.474051289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,1669367,Cash loans,17079.255,135000.0,143910.0,,135000.0,Monday,11,Y,1,,,,XNA,Approved,-1089,Cash through the bank,XAP,Family,New,XNA,Cash,walk-in,Country-wide,44,Connectivity,12.0,high,Cash Street: high,365243.0,-1059.0,-729.0,-789.0,-787.0,1.0
21,101485,0,Cash loans,F,Y,Y,1,180000.0,557770.5,23629.5,481500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-11425,-2388,-5373,-923,25.0,1,1,0,1,0,0,Sales staff,3,2,2,TUESDAY,12,0,0,0,1,1,0,Self-employed,0.37192474600000003,0.608301944,0.565607981,,,0.9603,,,,0.0345,0.0,,0.0,,0.0021,,,,,0.9603,,,,0.0345,0.0,,0.0,,0.0022,,,,,0.9603,,,,0.0345,0.0,,0.0,,0.0022,,,,block of flats,0.0017,Wooden,No,2.0,0.0,2.0,0.0,-1683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,2255414,Consumer loans,2067.39,19030.5,19107.0,1903.5,19030.5,Monday,13,Y,1,0.09866897699999999,,,XAP,Refused,-1614,Cash through the bank,LIMIT,,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,14.0,high,POS mobile with interest,,,,,,
22,101529,0,Cash loans,F,N,Y,0,225000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0031219999999999998,-20276,365243,-10405,-2885,,1,0,0,1,0,0,,2,3,3,FRIDAY,14,0,0,0,0,0,0,XNA,,0.588794895,0.092617171,0.0722,,0.9776,0.6940000000000001,0.0,0.0,0.1379,0.1667,0.0417,0.0193,0.0588,0.054000000000000006,0.0,0.0,0.0735,,0.9777,0.706,0.0,0.0,0.1379,0.1667,0.0417,0.0198,0.0643,0.0563,0.0,0.0,0.0729,,0.9776,0.6981,0.0,0.0,0.1379,0.1667,0.0417,0.0197,0.0599,0.055,0.0,0.0,not specified,block of flats,0.0459,"Stone, brick",No,0.0,0.0,0.0,0.0,-387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,1168659,Cash loans,,0.0,0.0,,,Monday,11,Y,1,,,,XNA,Refused,-115,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
23,101529,0,Cash loans,F,N,Y,0,225000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0031219999999999998,-20276,365243,-10405,-2885,,1,0,0,1,0,0,,2,3,3,FRIDAY,14,0,0,0,0,0,0,XNA,,0.588794895,0.092617171,0.0722,,0.9776,0.6940000000000001,0.0,0.0,0.1379,0.1667,0.0417,0.0193,0.0588,0.054000000000000006,0.0,0.0,0.0735,,0.9777,0.706,0.0,0.0,0.1379,0.1667,0.0417,0.0198,0.0643,0.0563,0.0,0.0,0.0729,,0.9776,0.6981,0.0,0.0,0.1379,0.1667,0.0417,0.0197,0.0599,0.055,0.0,0.0,not specified,block of flats,0.0459,"Stone, brick",No,0.0,0.0,0.0,0.0,-387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,2686051,Cash loans,,0.0,0.0,,,Monday,9,Y,1,,,,XNA,Canceled,-164,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
24,101573,0,Cash loans,F,N,Y,1,112500.0,521280.0,28408.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019101,-11559,-309,-1284,-4239,,1,1,0,1,0,0,Cooking staff,3,2,2,MONDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.536657131,0.638043528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-1781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1998259,Consumer loans,10333.035,85950.0,83736.0,8595.0,85950.0,Monday,10,Y,1,0.10138237800000001,,,XAP,Approved,-1781,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Stone,111,Consumer electronics,10.0,middle,POS household with interest,365243.0,-1747.0,-1477.0,-1507.0,-1499.0,0.0
25,101615,0,Cash loans,M,Y,N,0,225000.0,450000.0,53536.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-12358,-3163,-6506,-4837,13.0,1,1,1,1,0,0,Laborers,2,3,3,TUESDAY,17,0,0,0,0,0,0,Self-employed,,0.52092786,0.8027454759999999,0.1856,0.1355,0.9876,0.83,0.023,0.2,0.1724,0.3333,0.375,0.1021,0.1513,0.192,0.0,0.0,0.1891,0.1406,0.9876,0.8367,0.0232,0.2014,0.1724,0.3333,0.375,0.1045,0.1653,0.2,0.0,0.0,0.1874,0.1355,0.9876,0.8323,0.0231,0.2,0.1724,0.3333,0.375,0.1039,0.1539,0.1955,0.0,0.0,reg oper account,block of flats,0.151,Panel,No,4.0,0.0,4.0,0.0,-2295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1072459,Cash loans,,0.0,0.0,,,Monday,12,Y,1,,,,XNA,Canceled,-373,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
26,101813,0,Cash loans,F,N,Y,0,382500.0,2159842.5,57105.0,1930500.0,Unaccompanied,Pensioner,Higher education,Married,Municipal apartment,0.04622,-21234,365243,-8998,-3960,,1,0,0,1,1,0,,2,1,1,SUNDAY,13,0,0,0,0,0,0,XNA,0.874444503,0.591703717,0.6879328379999999,0.2433,0.1376,0.9896,0.8572,0.3761,0.2,0.1207,0.6667,0.7083,0.1377,0.1723,0.3032,0.0116,0.1111,0.2185,0.11900000000000001,0.9796,0.7321,0.0337,0.1611,0.0345,0.3333,0.375,0.0807,0.1882,0.2231,0.0117,0.1068,0.2457,0.1376,0.9896,0.8591,0.3785,0.2,0.1207,0.6667,0.7083,0.1401,0.1753,0.3087,0.0116,0.1134,reg oper account,block of flats,0.213,Others,No,4.0,2.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,2629155,Consumer loans,22777.335,146245.5,123174.0,29250.0,146245.5,Monday,15,Y,1,0.208995362,,,XAP,Approved,-379,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,100,Consumer electronics,6.0,middle,POS household with interest,365243.0,-348.0,-198.0,-198.0,-196.0,0.0
27,101813,0,Cash loans,F,N,Y,0,382500.0,2159842.5,57105.0,1930500.0,Unaccompanied,Pensioner,Higher education,Married,Municipal apartment,0.04622,-21234,365243,-8998,-3960,,1,0,0,1,1,0,,2,1,1,SUNDAY,13,0,0,0,0,0,0,XNA,0.874444503,0.591703717,0.6879328379999999,0.2433,0.1376,0.9896,0.8572,0.3761,0.2,0.1207,0.6667,0.7083,0.1377,0.1723,0.3032,0.0116,0.1111,0.2185,0.11900000000000001,0.9796,0.7321,0.0337,0.1611,0.0345,0.3333,0.375,0.0807,0.1882,0.2231,0.0117,0.1068,0.2457,0.1376,0.9896,0.8591,0.3785,0.2,0.1207,0.6667,0.7083,0.1401,0.1753,0.3087,0.0116,0.1134,reg oper account,block of flats,0.213,Others,No,4.0,2.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,2050576,Consumer loans,17976.42,103477.5,93127.5,10350.0,103477.5,Monday,13,Y,1,0.108932772,,,XAP,Approved,-558,Cash through the bank,XAP,,Repeater,Gardening,POS,XNA,Regional / Local,15,Consumer electronics,6.0,high,POS other with interest,365243.0,-527.0,-377.0,-377.0,-371.0,0.0
28,102036,0,Cash loans,F,N,N,0,135000.0,1006920.0,40063.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.006207,-10827,-2628,-5564,-35,,1,1,1,1,1,0,Medicine staff,2,2,2,THURSDAY,12,0,0,0,0,0,0,Medicine,,0.516544135,,0.0557,0.0069,0.9925,0.898,0.0028,0.06,0.0517,0.3333,0.375,0.027999999999999997,0.0441,0.0566,0.0058,0.0674,0.0378,0.0047,0.9916,0.8889,0.0,0.0403,0.0345,0.3333,0.375,0.0191,0.0303,0.0376,0.0,0.0632,0.0562,0.0069,0.9925,0.8994,0.0028,0.06,0.0517,0.3333,0.375,0.0284,0.0449,0.0576,0.0058,0.0688,reg oper account,block of flats,0.0447,"Stone, brick",No,2.0,0.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1472768,Consumer loans,6286.815,51705.0,51705.0,0.0,51705.0,Monday,16,Y,1,0.0,,,XAP,Approved,-342,Cash through the bank,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,35,Connectivity,12.0,high,POS mobile with interest,365243.0,-301.0,29.0,365243.0,365243.0,0.0
29,102043,0,Cash loans,F,N,N,0,180000.0,917172.0,29718.0,657000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-18875,-4220,-6148,-2405,,1,1,0,1,0,0,Medicine staff,2,3,3,MONDAY,6,0,0,0,0,0,0,Medicine,,0.39061320899999996,0.490257512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-2041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,1038913,Consumer loans,11451.33,90436.5,88155.0,9000.0,90436.5,Monday,11,Y,1,0.10088845800000001,,,XAP,Approved,-2041,Cash through the bank,XAP,Children,New,Audio/Video,POS,XNA,Country-wide,1450,Consumer electronics,10.0,high,POS household with interest,365243.0,-2010.0,-1740.0,-1740.0,-1737.0,0.0
30,102135,1,Cash loans,F,N,N,0,360000.0,1236816.0,36162.0,1080000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-18228,-5388,-4617,-1775,,1,1,1,1,1,0,Managers,2,2,2,SATURDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.297563108,,0.1773,0.0617,0.9841,0.7824,,0.2,0.1724,0.3333,0.375,0.0985,0.0,0.1872,0.0,0.0341,0.1807,0.064,0.9841,0.7909,,0.2014,0.1724,0.3333,0.375,0.1007,0.0,0.1951,0.0,0.0361,0.179,0.0617,0.9841,0.7853,,0.2,0.1724,0.3333,0.375,0.1002,0.0,0.1906,0.0,0.0348,reg oper account,block of flats,0.1805,Panel,No,10.0,0.0,10.0,0.0,-258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2124191,Cash loans,,0.0,0.0,,,Monday,16,Y,1,,,,XNA,Refused,-263,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
